UNI_NUM,BNS_NUM,BNS_SYM,OG_NUM,OG_SYM
184,27.86,P_Icc2,45.5.335,I_Pba2
185,28.87,Pma2,28.1.185,Pma2
186,28.88,Pma21',28.2.186,Pma21'
187,28.89,Pm'a2',28.3.187,Pm'a2'
188,28.90,Pma'2',28.4.188,Pma'2'
189,28.91,Pm'a'2,28.5.189,Pm'a'2
190,28.92,P_ama2,25.12.166,P_2am'm'2
191,28.93,P_bma2,28.6.190,P_2bma2
192,28.94,P_cma2,28.7.191,P_2cma2
193,28.95,P_Ama2,40.6.296,A_Pma2
194,28.96,P_Bma2,39.7.284,A_Pbm2
195,28.97,P_Cma2,35.10.245,C_Pm'm2'
196,28.98,P_Ima2,46.6.343,I_Pma2
197,29.99,Pca2_1,29.1.198,Pca2_1
198,29.100,Pca2_11',29.2.199,Pca2_11'
199,29.101,Pc'a2_1',29.3.200,Pc'a2_1'
200,29.102,Pca'2_1',29.4.201,Pca'2_1'
201,29.103,Pc'a'2_1,29.5.202,Pc'a'2_1
202,29.104,P_aca2_1,26.10.177,P_2bm'c'2_1
203,29.105,P_bca2_1,29.6.203,P_2bca2_1
204,29.106,P_cca2_1,28.10.194,P_2cm'a2'
205,29.107,P_Aca2_1,41.7.306,A_Pb'a2'
206,29.108,P_Bca2_1,39.11.288,A_Pbm'2'
207,29.109,P_Cca2_1,36.7.255,C_Pm'c2_1'
208,29.110,P_Ica2_1,45.6.336,I_Pba'2'
209,30.111,Pnc2,30.1.205,Pnc2
210,30.112,Pnc21',30.2.206,Pnc21'
211,30.113,Pn'c2',30.3.207,Pn'c2'
212,30.114,Pnc'2',30.4.208,Pnc'2'
213,30.115,Pn'c'2,30.5.209,Pn'c'2
214,30.116,P_anc2,30.6.210,P_2anc2
215,30.117,P_bnc2,27.7.184,P_2bc'c2'
216,30.118,P_cnc2,28.12.196,P_2cm'a'2
217,30.119,P_Anc2,38.12.276,A_Pm'm'2
218,30.120,P_Bnc2,41.9.308,A_Pb'a'2
219,30.121,P_Cnc2,37.6.263,C_Pc'c2'
220,30.122,P_Inc2,46.9.346,I_Pm'a'2
221,31.123,Pmn2_1,31.1.212,Pmn2_1
222,31.124,Pmn2_11',31.2.213,Pmn2_11'
223,31.125,Pm'n2_1',31.3.214,Pm'n2_1'
224,31.126,Pmn'2_1',31.4.215,Pmn'2_1'
225,31.127,Pm'n'2_1,31.5.216,Pm'n'2_1
226,31.128,P_amn2_1,26.9.176,P_2amc'2_1'
227,31.129,P_bmn2_1,31.6.217,P_2bmn2_1
228,31.130,P_cmn2_1,28.11.195,P_2cma'2'
229,31.131,P_Amn2_1,40.8.298,A_Pma'2'
230,31.132,P_Bmn2_1,38.10.274,A_Pm'm2'
231,31.133,P_Cmn2_1,36.8.256,C_Pmc'2_1'
232,31.134,P_Imn2_1,44.6.329,I_Pmm'2'
233,32.135,Pba2,32.1.219,Pba2
234,32.136,Pba21',32.2.220,Pba21'
235,32.137,Pb'a2',32.3.221,Pb'a2'
236,32.138,Pb'a'2,32.4.222,Pb'a'2
237,32.139,P_cba2,32.5.223,P_2cba2
238,32.140,P_bba2,28.9.193,P_2bm'a2'
239,32.141,P_Cba2,35.11.246,C_Pm'm'2
240,32.142,P_Aba2,41.6.305,A_Pba2
241,32.143,P_Iba2,45.7.337,I_Pb'a'2
242,33.144,Pna2_1,33.1.226,Pna2_1
243,33.145,Pna2_11',33.2.227,Pna2_11'
244,33.146,Pn'a2_1',33.3.228,Pn'a2_1'
245,33.147,Pna'2_1',33.4.229,Pna'2_1'
246,33.148,Pn'a'2_1,33.5.230,Pn'a'2_1
247,33.149,P_ana2_1,31.7.218,P_2bm'n2_1'
248,33.150,P_bna2_1,29.7.204,P_2bc'a'2_1
249,33.151,P_cna2_1,32.6.224,P_2cb'a2'
250,33.152,P_Ana2_1,40.7.297,A_Pm'a2'
251,33.153,P_Bna2_1,41.8.307,A_Pba'2'
252,33.154,P_Cna2_1,36.9.257,C_Pm'c'2_1
253,33.155,P_Ina2_1,46.7.344,I_Pm'a2'
254,34.156,Pnn2,34.1.231,Pnn2
255,34.157,Pnn21',34.2.232,Pnn21'
256,34.158,Pn'n2',34.3.233,Pn'n2'
257,34.159,Pn'n'2,34.4.234,Pn'n'2
258,34.160,P_ann2,30.7.211,P_2anc'2'
259,34.161,P_cnn2,32.7.225,P_2cb'a'2
260,34.162,P_Ann2,40.9.299,A_Pm'a'2
261,34.163,P_Cnn2,37.7.264,C_Pc'c'2
262,34.164,P_Inn2,44.7.330,I_Pm'm'2
263,35.165,Cmm2,35.1.236,Cmm2
264,35.166,Cmm21',35.2.237,Cmm21'
265,35.167,Cm'm2',35.3.238,Cm'm2'
266,35.168,Cm'm'2,35.4.239,Cm'm'2
267,35.169,C_cmm2,35.5.240,C_2cmm2
268,35.170,C_amm2,25.7.161,P_Cmm2
269,35.171,C_Amm2,42.5.313,F_Cmm2
270,36.172,Cmc2_1,36.1.249,Cmc2_1
271,36.173,Cmc2_11',36.2.250,Cmc2_11'
272,36.174,Cm'c2_1',36.3.251,Cm'c2_1'
273,36.175,Cmc'2_1',36.4.252,Cmc'2_1'
274,36.176,Cm'c'2_1,36.5.253,Cm'c'2_1
275,36.177,C_cmc2_1,35.8.243,C_2cm'm2'
276,36.178,C_amc2_1,26.8.175,P_Cmc2_1
277,36.179,C_Amc2_1,42.7.315,F_Cmm'2'
278,37.180,Ccc2,37.1.258,Ccc2
279,37.181,Ccc21',37.2.259,Ccc21'
280,37.182,Cc'c2',37.3.260,Cc'c2'
281,37.183,Cc'c'2,37.4.261,Cc'c'2
282,37.184,C_ccc2,35.9.244,C_2cm'm'2
283,37.185,C_acc2,27.6.183,P_Ccc2
284,37.186,C_Acc2,42.8.316,F_Cm'm'2
285,38.187,Amm2,38.1.265,Amm2
286,38.188,Amm21',38.2.266,Amm21'
287,38.189,Am'm2',38.3.267,Am'm2'
288,38.190,Amm'2',38.4.268,Amm'2'
289,38.191,Am'm'2,38.5.269,Am'm'2
290,38.192,A_amm2,38.6.270,A_2amm2
291,38.193,A_bmm2,25.8.162,P_Amm2
292,38.194,A_Bmm2,42.6.314,F_Amm2
293,39.195,Abm2,39.1.278,Abm2
294,39.196,Abm21',39.2.279,Abm21'
295,39.197,Ab'm2',39.3.280,Ab'm2'
296,39.198,Abm'2',39.4.281,Abm'2'
297,39.199,Ab'm'2,39.5.282,Ab'm'2
298,39.200,A_abm2,39.6.283,A_2abm2
299,39.201,A_bbm2,25.13.167,P_Am'm'2
300,39.202,A_Bbm2,42.9.317,F_Am'm2'
301,40.203,Ama2,40.1.291,Ama2
302,40.204,Ama21',40.2.292,Ama21'
303,40.205,Am'a2',40.3.293,Am'a2'
304,40.206,Ama'2',40.4.294,Ama'2'
305,40.207,Am'a'2,40.5.295,Am'a'2
306,40.208,A_ama2,38.9.273,A_2amm'2'
307,40.209,A_bma2,28.8.192,P_Ama2
308,40.210,A_Bma2,42.10.318,F_Amm'2'
309,41.211,Aba2,41.1.300,Aba2
310,41.212,Aba21',41.2.301,Aba21'
311,41.213,Ab'a2',41.3.302,Ab'a2'
312,41.214,Aba'2',41.4.303,Aba'2'
313,41.215,Ab'a'2,41.5.304,Ab'a'2
314,41.216,A_aba2,39.9.286,A_2ab'm'2
315,41.217,A_bba2,28.13.197,P_Am'a'2
316,41.218,A_Bba2,42.11.319,F_Am'm'2
317,42.219,Fmm2,42.1.309,Fmm2
318,42.220,Fmm21',42.2.310,Fmm21'
319,42.221,Fm'm2',42.3.311,Fm'm2'
320,42.222,Fm'm'2,42.4.312,Fm'm'2
321,42.223,F_Smm2,25.9.163,P_Fmm2
322,43.224,Fdd2,43.1.320,Fdd2
323,43.225,Fdd21',43.2.321,Fdd21'
324,43.226,Fd'd2',43.3.322,Fd'd2'
325,43.227,Fd'd'2,43.4.323,Fd'd'2
326,43.228,F_Sdd2,34.5.235,P_Fnn2
327,44.229,Imm2,44.1.324,Imm2
328,44.230,Imm21',44.2.325,Imm21'
329,44.231,Im'm2',44.3.326,Im'm2'
330,44.232,Im'm'2,44.4.327,Im'm'2
331,44.233,I_cmm2,35.7.242,C_Imm2
332,44.234,I_amm2,38.8.272,A_Imm2
333,45.235,Iba2,45.1.331,Iba2
334,45.236,Iba21',45.2.332,Iba21'
335,45.237,Ib'a2',45.3.333,Ib'a2'
336,45.238,Ib'a'2,45.4.334,Ib'a'2
337,45.239,I_cba2,35.13.248,C_Im'm'2
338,45.240,I_aba2,39.13.290,A_Ib'm'2
339,46.241,Ima2,46.1.338,Ima2
340,46.242,Ima21',46.2.339,Ima21'
341,46.243,Im'a2',46.3.340,Im'a2'
342,46.244,Ima'2',46.4.341,Ima'2'
343,46.245,Im'a'2,46.5.342,Im'a'2
344,46.246,I_cma2,35.12.247,C_Im'm2'
345,46.247,I_ama2,38.13.277,A_Im'm'2
346,46.248,I_bma2,39.8.285,A_Ibm2
347,47.249,Pmmm,47.1.347,Pmmm
348,47.250,Pmmm1',47.2.348,Pmmm1'
349,47.251,Pm'mm,47.3.349,Pm'mm
350,47.252,Pm'm'm,47.4.350,Pm'm'm
351,47.253,Pm'm'm',47.5.351,Pm'm'm'
352,47.254,P_ammm,47.6.352,P_2ammm
353,47.255,P_Cmmm,65.9.553,C_Pmmm
354,47.256,P_Immm,71.6.626,I_Pmmm
355,48.257,Pnnn,48.1.358,Pnnn
356,48.258,Pnnn1',48.2.359,Pnnn1'
357,48.259,Pn'nn,48.3.360,Pn'nn
358,48.260,Pn'n'n,48.4.361,Pn'n'n
359,48.261,Pn'n'n',48.5.362,Pn'n'n'
360,48.262,P_cnnn,50.10.386,P_2cb'a'n
361,48.263,P_Cnnn,66.13.576,C_Pc'c'm'
362,48.264,P_Innn,71.9.629,I_Pm'm'm'
363,49.265,Pccm,49.1.364,Pccm
364,49.266,Pccm1',49.2.365,Pccm1'
365,49.267,Pc'cm,49.3.366,Pc'cm
366,49.268,Pccm',49.4.367,Pccm'
367,49.269,Pc'c'm,49.5.368,Pc'c'm
368,49.270,Pc'cm',49.6.369,Pc'cm'
369,49.271,Pc'c'm',49.7.370,Pc'c'm'
370,49.272,P_accm,49.8.371,P_2accm
371,49.273,P_cccm,47.10.356,P_2cm'm'm
372,49.274,P_Bccm,67.9.585,C_Pmma
373,49.275,P_Cccm,66.8.571,C_Pccm
374,49.276,P_Iccm,72.8.637,I_Pbam
375,50.277,Pban,50.1.377,Pban
376,50.278,Pban1',50.2.378,Pban1'
377,50.279,Pb'an,50.3.379,Pb'an
378,50.280,Pban',50.4.380,Pban'
379,50.281,Pb'a'n,50.5.381,Pb'a'n
380,50.282,Pb'an',50.6.382,Pb'an'
381,50.283,Pb'a'n',50.7.383,Pb'a'n'
382,50.284,P_aban,49.12.375,P_2ac'c'm'
383,50.285,P_cban,50.8.384,P_2cban
384,50.286,P_Aban,68.8.601,C_Pcca
385,50.287,P_Cban,65.17.561,C_Pm'm'm'
386,50.288,P_Iban,72.13.642,I_Pb'a'm'
387,51.289,Pmma,51.1.387,Pmma
388,51.290,Pmma1',51.2.388,Pmma1'
389,51.291,Pm'ma,51.3.389,Pm'ma
390,51.292,Pmm'a,51.4.390,Pmm'a
391,51.293,Pmma',51.5.391,Pmma'
392,51.294,Pm'm'a,51.6.392,Pm'm'a
393,51.295,Pmm'a',51.7.393,Pmm'a'
394,51.296,Pm'ma',51.8.394,Pm'ma'
395,51.297,Pm'm'a',51.9.395,Pm'm'a'
396,51.298,P_amma,47.9.355,P_2ammm'
397,51.299,P_bmma,51.10.396,P_2bmma
398,51.300,P_cmma,51.11.397,P_2cmma
399,51.301,P_Amma,63.10.520,C_Pmcm
400,51.302,P_Bmma,65.13.557,C_Pm'mm
401,51.303,P_Cmma,67.14.590,C_Pmm'a
402,51.304,P_Imma,74.8.657,I_Pmma
403,52.305,Pnna,52.1.406,Pnna
404,52.306,Pnna1',52.2.407,Pnna1'
405,52.307,Pn'na,52.3.408,Pn'na
406,52.308,Pnn'a,52.4.409,Pnn'a
407,52.309,Pnna',52.5.410,Pnna'
408,52.310,Pn'n'a,52.6.411,Pn'n'a
409,52.311,Pnn'a',52.7.412,Pnn'a'
410,52.312,Pn'na',52.8.413,Pn'na'
411,52.313,Pn'n'a',52.9.414,Pn'n'a'
412,52.314,P_anna,53.13.427,P_2bm'na'
413,52.315,P_bnna,50.9.385,P_2cb'an
414,52.316,P_cnna,54.13.440,P_2bc'ca'
415,52.317,P_Anna,66.12.575,C_Pcc'm'
416,52.318,P_Bnna,63.17.527,C_Pm'c'm'
417,52.319,P_Cnna,68.11.604,C_Pcc'a'
418,52.320,P_Inna,74.9.658,I_Pm'm'a
419,53.321,Pmna,53.1.415,Pmna
420,53.322,Pmna1',53.2.416,Pmna1'
421,53.323,Pm'na,53.3.417,Pm'na
422,53.324,Pmn'a,53.4.418,Pmn'a
423,53.325,Pmna',53.5.419,Pmna'
424,53.326,Pm'n'a,53.6.420,Pm'n'a
425,53.327,Pmn'a',53.7.421,Pmn'a'
426,53.328,Pm'na',53.8.422,Pm'na'
427,53.329,Pm'n'a',53.9.423,Pm'n'a'
428,53.330,P_amna,51.15.401,P_2bm'ma'
429,53.331,P_bmna,53.10.424,P_2bmna
430,53.332,P_cmna,49.11.374,P_2ac'c'm
431,53.333,P_Amna,66.9.572,C_Pc'cm
432,53.334,P_Bmna,65.16.560,C_Pmm'm'
433,53.335,P_Cmna,64.15.542,C_Pmc'a'
434,53.336,P_Imna,74.10.659,I_Pmm'a'
435,54.337,Pcca,54.1.428,Pcca
436,54.338,Pcca1',54.2.429,Pcca1'
437,54.339,Pc'ca,54.3.430,Pc'ca
438,54.340,Pcc'a,54.4.431,Pcc'a
439,54.341,Pcca',54.5.432,Pcca'
440,54.342,Pc'c'a,54.6.433,Pc'c'a
441,54.343,Pcc'a',54.7.434,Pcc'a'
442,54.344,Pc'ca',54.8.435,Pc'ca'
443,54.345,Pc'c'a',54.9.436,Pc'c'a'
444,54.346,P_acca,49.10.373,P_2accm'
445,54.347,P_bcca,54.10.437,P_2bcca
446,54.348,P_ccca,51.18.404,P_2cm'm'a
447,54.349,P_Acca,64.11.538,C_Pm'ca
448,54.350,P_Bcca,67.13.589,C_Pm'ma
449,54.351,P_Ccca,68.9.602,C_Pc'ca
450,54.352,P_Icca,73.7.649,I_Pb'ca
451,55.353,Pbam,55.1.441,Pbam
452,55.354,Pbam1',55.2.442,Pbam1'
453,55.355,Pb'am,55.3.443,Pb'am
454,55.356,Pbam',55.4.444,Pbam'
455,55.357,Pb'a'm,55.5.445,Pb'a'm
456,55.358,Pb'am',55.6.446,Pb'am'
457,55.359,Pb'a'm',55.7.447,Pb'a'm'
458,55.360,P_abam,51.16.402,P_2cm'ma
459,55.361,P_cbam,55.8.448,P_2cbam
460,55.362,P_Abam,64.10.537,C_Pmca
461,55.363,P_Cbam,65.15.559,C_Pm'm'm
462,55.364,P_Ibam,72.11.640,I_Pb'a'm
463,56.365,Pccn,56.1.451,Pccn
464,56.366,Pccn1',56.2.452,Pccn1'
465,56.367,Pc'cn,56.3.453,Pc'cn
466,56.368,Pccn',56.4.454,Pccn'
467,56.369,Pc'c'n,56.5.455,Pc'c'n
468,56.370,Pc'cn',56.6.456,Pc'cn'
469,56.371,Pc'c'n',56.7.457,Pc'c'n'
470,56.372,P_bccn,54.12.439,P_2bcca'
471,56.373,P_cccn,59.10.487,P_2cm'm'n
472,56.374,P_Accn,64.14.541,C_Pm'c'a
473,56.375,P_Cccn,66.10.573,C_Pccm'
474,56.376,P_Iccn,72.10.639,I_Pbam'
475,57.377,Pbcm,57.1.458,Pbcm
476,57.378,Pbcm1',57.2.459,Pbcm1'
477,57.379,Pb'cm,57.3.460,Pb'cm
478,57.380,Pbc'm,57.4.461,Pbc'm
479,57.381,Pbcm',57.5.462,Pbcm'
480,57.382,Pb'c'm,57.6.463,Pb'c'm
481,57.383,Pbc'm',57.7.464,Pbc'm'
482,57.384,Pb'cm',57.8.465,Pb'cm'
483,57.385,Pb'c'm',57.9.466,Pb'c'm'
484,57.386,P_abcm,57.10.467,P_2abcm
485,57.387,P_bbcm,51.17.403,P_2cmm'a
486,57.388,P_cbcm,51.13.399,P_2bm'ma
487,57.389,P_Abcm,67.15.591,C_Pmma'
488,57.390,P_Bbcm,64.13.540,C_Pmca'
489,57.391,P_Cbcm,63.11.521,C_Pm'cm
490,57.392,P_Ibcm,72.9.638,I_Pb'am
491,58.393,Pnnm,58.1.471,Pnnm
492,58.394,Pnnm1',58.2.472,Pnnm1'
493,58.395,Pn'nm,58.3.473,Pn'nm
494,58.396,Pnnm',58.4.474,Pnnm'
495,58.397,Pn'n'm,58.5.475,Pn'n'm
496,58.398,Pnn'm',58.6.476,Pnn'm'
497,58.399,Pn'n'm',58.7.477,Pn'n'm'
498,58.400,P_annm,53.12.426,P_2bmna'
499,58.401,P_cnnm,55.10.450,P_2cb'a'm
500,58.402,P_Bnnm,63.15.525,C_Pmc'm'
501,58.403,P_Cnnm,66.11.574,C_Pc'c'm
502,58.404,P_Innm,71.8.628,I_Pm'm'm
503,59.405,Pmmn,59.1.478,Pmmn
504,59.406,Pmmn1',59.2.479,Pmmn1'
505,59.407,Pm'mn,59.3.480,Pm'mn
506,59.408,Pmmn',59.4.481,Pmmn'
507,59.409,Pm'm'n,59.5.482,Pm'm'n
508,59.410,Pmm'n',59.6.483,Pmm'n'
509,59.411,Pm'm'n',59.7.484,Pm'm'n'
510,59.412,P_bmmn,51.14.400,P_2bmma'
511,59.413,P_cmmn,59.8.485,P_2cmmn
512,59.414,P_Bmmn,63.12.522,C_Pmc'm
513,59.415,P_Cmmn,65.14.558,C_Pmmm'
514,59.416,P_Immn,71.7.627,I_Pm'mm
515,60.417,Pbcn,60.1.488,Pbcn
516,60.418,Pbcn1',60.2.489,Pbcn1'
517,60.419,Pb'cn,60.3.490,Pb'cn
518,60.420,Pbc'n,60.4.491,Pbc'n
519,60.421,Pbcn',60.5.492,Pbcn'
520,60.422,Pb'c'n,60.6.493,Pb'c'n
521,60.423,Pbc'n',60.7.494,Pbc'n'
522,60.424,Pb'cn',60.8.495,Pb'cn'
523,60.425,Pb'c'n',60.9.496,Pb'c'n'
524,60.426,P_abcn,54.11.438,P_2bc'ca
525,60.427,P_bbcn,57.13.470,P_2abc'm'
526,60.428,P_cbcn,53.11.425,P_2bm'na
527,60.429,P_Abcn,64.17.544,C_Pm'c'a'
528,60.430,P_Bbcn,68.10.603,C_Pcca'
529,60.431,P_Cbcn,63.16.526,C_Pm'cm'
530,60.432,P_Ibcn,72.12.641,I_Pb'am'
531,61.433,Pbca,61.1.497,Pbca
532,61.434,Pbca1',61.2.498,Pbca1'
533,61.435,Pb'ca,61.3.499,Pb'ca
534,61.436,Pb'c'a,61.4.500,Pb'c'a
535,61.437,Pb'c'a',61.5.501,Pb'c'a'
536,61.438,P_abca,57.12.469,P_2abcm'
537,61.439,P_Cbca,64.16.543,C_Pm'ca'
538,61.440,P_Ibca,73.6.648,I_Pbca
539,62.441,Pnma,62.1.502,Pnma
540,62.442,Pnma1',62.2.503,Pnma1'
541,62.443,Pn'ma,62.3.504,Pn'ma
542,62.444,Pnm'a,62.4.505,Pnm'a
543,62.445,Pnma',62.5.506,Pnma'
544,62.446,Pn'm'a,62.6.507,Pn'm'a
545,62.447,Pnm'a',62.7.508,Pnm'a'
546,62.448,Pn'ma',62.8.509,Pn'ma'
547,62.449,Pn'm'a',62.9.510,Pn'm'a'
548,62.450,P_anma,59.9.486,P_2cm'mn
549,62.451,P_bnma,55.9.449,P_2cb'am
550,62.452,P_cnma,57.11.468,P_2abc'm
551,62.453,P_Anma,63.13.523,C_Pmcm'
552,62.454,P_Bnma,63.14.524,C_Pm'c'm
553,62.455,P_Cnma,64.12.539,C_Pmc'a
554,62.456,P_Inma,74.11.660,I_Pm'ma'
555,63.457,Cmcm,63.1.511,Cmcm
556,63.458,Cmcm1',63.2.512,Cmcm1'
557,63.459,Cm'cm,63.3.513,Cm'cm
558,63.460,Cmc'm,63.4.514,Cmc'm
559,63.461,Cmcm',63.5.515,Cmcm'
560,63.462,Cm'c'm,63.6.516,Cm'c'm
561,63.463,Cmc'm',63.7.517,Cmc'm'
562,63.464,Cm'cm',63.8.518,Cm'cm'
563,63.465,Cm'c'm',63.9.519,Cm'c'm'
564,63.466,C_cmcm,65.12.556,C_2cmm'm'
565,63.467,C_amcm,51.12.398,P_Amma
566,63.468,C_Amcm,69.7.611,F_Cm'mm
567,64.469,Cmca,64.1.528,Cmca
568,64.470,Cmca1',64.2.529,Cmca1'
569,64.471,Cm'ca,64.3.530,Cm'ca
570,64.472,Cmc'a,64.4.531,Cmc'a
571,64.473,Cmca',64.5.532,Cmca'
572,64.474,Cm'c'a,64.6.533,Cm'c'a
573,64.475,Cmc'a',64.7.534,Cmc'a'
574,64.476,Cm'ca',64.8.535,Cm'ca'
575,64.477,Cm'c'a',64.9.536,Cm'c'a'
576,64.478,C_cmca,67.11.587,C_2cm'ma
577,64.479,C_amca,51.19.405,P_Am'ma
578,64.480,C_Amca,69.10.614,F_Cmm'm'
579,65.481,Cmmm,65.1.545,Cmmm
580,65.482,Cmmm1',65.2.546,Cmmm1'
581,65.483,Cm'mm,65.3.547,Cm'mm
582,65.484,Cmmm',65.4.548,Cmmm'
583,65.485,Cm'm'm,65.5.549,Cm'm'm
584,65.486,Cmm'm',65.6.550,Cmm'm'
585,65.487,Cm'm'm',65.7.551,Cm'm'm'
586,65.488,C_cmmm,65.8.552,C_2cmmm
587,65.489,C_ammm,47.7.353,P_Cmmm
588,65.490,C_Ammm,69.6.610,F_Cmmm
589,66.491,Cccm,66.1.564,Cccm
590,66.492,Cccm1',66.2.565,Cccm1'
591,66.493,Cc'cm,66.3.566,Cc'cm
592,66.494,Cccm',66.4.567,Cccm'
593,66.495,Cc'c'm,66.5.568,Cc'c'm
594,66.496,Ccc'm',66.6.569,Ccc'm'
595,66.497,Cc'c'm',66.7.570,Cc'c'm'
596,66.498,C_cccm,65.11.555,C_2cm'm'm
597,66.499,C_accm,49.9.372,P_Cccm
598,66.500,C_Accm,69.9.613,F_Cm'm'm
599,67.501,Cmma,67.1.577,Cmma
600,67.502,Cmma1',67.2.578,Cmma1'
601,67.503,Cm'ma,67.3.579,Cm'ma
602,67.504,Cmma',67.4.580,Cmma'
603,67.505,Cm'm'a,67.5.581,Cm'm'a
604,67.506,Cmm'a',67.6.582,Cmm'a'
605,67.507,Cm'm'a',67.7.583,Cm'm'a'
606,67.508,C_cmma,67.8.584,C_2cmma
607,67.509,C_amma,47.11.357,P_Cmmm'
608,67.510,C_Amma,69.8.612,F_Cmmm'
609,68.511,Ccca,68.1.594,Ccca
610,68.512,Ccca1',68.2.595,Ccca1'
611,68.513,Cc'ca,68.3.596,Cc'ca
612,68.514,Ccca',68.4.597,Ccca'
613,68.515,Cc'c'a,68.5.598,Cc'c'a
614,68.516,Ccc'a',68.6.599,Ccc'a'
615,68.517,Cc'c'a',68.7.600,Cc'c'a'
616,68.518,C_ccca,67.12.588,C_2cm'm'a
617,68.519,C_acca,49.13.376,P_Cccm'
618,68.520,C_Acca,69.11.615,F_Cm'm'm'
619,69.521,Fmmm,69.1.605,Fmmm
620,69.522,Fmmm1',69.2.606,Fmmm1'
621,69.523,Fm'mm,69.3.607,Fm'mm
622,69.524,Fm'm'm,69.4.608,Fm'm'm
623,69.525,Fm'm'm',69.5.609,Fm'm'm'
624,69.526,F_Smmm,47.8.354,P_Fmmm
625,70.527,Fddd,70.1.616,Fddd
626,70.528,Fddd1',70.2.617,Fddd1'
627,70.529,Fd'dd,70.3.618,Fd'dd
628,70.530,Fd'd'd,70.4.619,Fd'd'd
629,70.531,Fd'd'd',70.5.620,Fd'd'd'
630,70.532,F_Sddd,48.6.363,P_Fnnn
631,71.533,Immm,71.1.621,Immm
632,71.534,Immm1',71.2.622,Immm1'
633,71.535,Im'mm,71.3.623,Im'mm
634,71.536,Im'm'm,71.4.624,Im'm'm
635,71.537,Im'm'm',71.5.625,Im'm'm'
636,71.538,I_cmmm,65.10.554,C_Immm
637,72.539,Ibam,72.1.630,Ibam
638,72.540,Ibam1',72.2.631,Ibam1'
639,72.541,Ib'am,72.3.632,Ib'am
640,72.542,Ibam',72.4.633,Ibam'
641,72.543,Ib'a'm,72.5.634,Ib'a'm
642,72.544,Iba'm',72.6.635,Iba'm'
643,72.545,Ib'a'm',72.7.636,Ib'a'm'
644,72.546,I_cbam,65.19.563,C_Im'm'm
645,72.547,I_bbam,67.10.586,C_Imma
646,73.548,Ibca,73.1.643,Ibca
647,73.549,Ibca1',73.2.644,Ibca1'
648,73.550,Ib'ca,73.3.645,Ib'ca
649,73.551,Ib'c'a,73.4.646,Ib'c'a
650,73.552,Ib'c'a',73.5.647,Ib'c'a'
651,73.553,I_cbca,67.17.593,C_Im'ma'
652,74.554,Imma,74.1.650,Imma
653,74.555,Imma1',74.2.651,Imma1'
654,74.556,Im'ma,74.3.652,Im'ma
655,74.557,Imma',74.4.653,Imma'
656,74.558,Im'm'a,74.5.654,Im'm'a
657,74.559,Imm'a',74.6.655,Imm'a'
658,74.560,Im'm'a',74.7.656,Im'm'a'
659,74.561,I_cmma,67.16.592,C_Imm'a
660,74.562,I_bmma,65.18.562,C_Im'mm
661,75.1,P4,75.1.661,P4
662,75.2,P41',75.2.662,P41'
663,75.3,P4',75.3.663,P4'
664,75.4,P_c4,75.4.664,P_2c4
665,75.5,P_C4,75.5.665,P_P4
666,75.6,P_I4,79.4.686,I_P4
667,76.7,P4_1,76.1.668,P4_1
668,76.8,P4_11',76.2.669,P4_11'
669,76.9,P4_1',76.3.670,P4_1'
670,76.10,P_c4_1,77.4.675,P_2c4_2
671,76.11,P_C4_1,76.4.671,P_P4_1
672,76.12,P_I4_1,80.4.691,I_P4_1
673,77.13,P4_2,77.1.672,P4_2
674,77.14,P4_21',77.2.673,P4_21'
675,77.15,P4_2',77.3.674,P4_2'
676,77.16,P_c4_2,75.7.667,P_2c4'
677,77.17,P_C4_2,77.5.676,P_P4_2
678,77.18,P_I4_2,79.5.687,I_P4'
679,78.19,P4_3,78.1.679,P4_3
680,78.20,P4_31',78.2.680,P4_31'
681,78.21,P4_3',78.3.681,P4_3'
682,78.22,P_c4_3,77.7.678,P_2c4_2'
683,78.23,P_C4_3,78.4.682,P_P4_3
684,78.24,P_I4_3,80.5.692,I_P4_1'
685,79.25,I4,79.1.683,I4
686,79.26,I41',79.2.684,I41'
687,79.27,I4',79.3.685,I4'
688,79.28,I_c4,75.6.666,P_I4
689,80.29,I4_1,80.1.688,I4_1
690,80.30,I4_11',80.2.689,I4_11'
691,80.31,I4_1',80.3.690,I4_1'
692,80.32,I_c4_1,77.6.677,P_I4_2
693,81.33,P-4,81.1.693,P-4
694,81.34,P-41',81.2.694,P-41'
695,81.35,P-4',81.3.695,P-4'
696,81.36,P_c-4,81.4.696,P_2c-4
697,81.37,P_C-4,81.5.697,P_P-4
698,81.38,P_I-4,82.4.702,I_P-4
699,82.39,I-4,82.1.699,I-4
700,82.40,I-41',82.2.700,I-41'
701,82.41,I-4',82.3.701,I-4'
702,82.42,I_c-4,81.6.698,P_I-4
703,83.43,P4/m,83.1.703,P4/m
704,83.44,P4/m1',83.2.704,P4/m1'
705,83.45,P4'/m,83.3.705,P4'/m
706,83.46,P4/m',83.4.706,P4/m'
707,83.47,P4'/m',83.5.707,P4'/m'
708,83.48,P_c4/m,83.6.708,P_2c4/m
709,83.49,P_C4/m,83.7.709,P_P4/m
710,83.50,P_I4/m,87.6.738,I_P4/m
711,84.51,P4_2/m,84.1.713,P4_2/m
712,84.52,P4_2/m1',84.2.714,P4_2/m1'
713,84.53,P4_2'/m,84.3.715,P4_2'/m
