UNI_NUM,BNS_NUM,BNS_SYM,OG_NUM,OG_SYM
1183,138.523,P4_2'/ncm',138.5.1174,P4_2'/ncm'
1184,138.524,P4_2'/n'c'm,138.6.1175,P4_2'/n'c'm
1185,138.525,P4_2/nc'm',138.7.1176,P4_2/nc'm'
1186,138.526,P4_2'/n'cm',138.8.1177,P4_2'/n'cm'
1187,138.527,P4_2/n'c'm',138.9.1178,P4_2/n'c'm'
1188,138.528,P_c4_2/ncm,129.11.1085,P_2c4'/nm'm
1189,138.529,P_C4_2/ncm,131.11.1107,P_P4_2/m'mc
1190,138.530,P_I4_2/ncm,140.16.1211,I_P4'/m'cm'
1191,139.531,I4/mmm,139.1.1179,I4/mmm
1192,139.532,I4/mmm1',139.2.1180,I4/mmm1'
1193,139.533,I4/m'mm,139.3.1181,I4/m'mm
1194,139.534,I4'/mm'm,139.4.1182,I4'/mm'm
1195,139.535,I4'/mmm',139.5.1183,I4'/mmm'
1196,139.536,I4'/m'm'm,139.6.1184,I4'/m'm'm
1197,139.537,I4/mm'm',139.7.1185,I4/mm'm'
1198,139.538,I4'/m'mm',139.8.1186,I4'/m'mm'
1199,139.539,I4/m'm'm',139.9.1187,I4/m'm'm'
1200,139.540,I_c4/mmm,123.12.1010,P_I4/mmm
1201,140.541,I4/mcm,140.1.1196,I4/mcm
1202,140.542,I4/mcm1',140.2.1197,I4/mcm1'
1203,140.543,I4/m'cm,140.3.1198,I4/m'cm
1204,140.544,I4'/mc'm,140.4.1199,I4'/mc'm
1205,140.545,I4'/mcm',140.5.1200,I4'/mcm'
1206,140.546,I4'/m'c'm,140.6.1201,I4'/m'c'm
1207,140.547,I4/mc'm',140.7.1202,I4/mc'm'
1208,140.548,I4'/m'cm',140.8.1203,I4'/m'cm'
1209,140.549,I4/m'c'm',140.9.1204,I4/m'c'm'
1210,140.550,I_c4/mcm,123.19.1017,P_I4/mm'm'
1211,141.551,I4_1/amd,141.1.1213,I4_1/amd
1212,141.552,I4_1/amd1',141.2.1214,I4_1/amd1'
1213,141.553,I4_1/a'md,141.3.1215,I4_1/a'md
1214,141.554,I4_1'/am'd,141.4.1216,I4_1'/am'd
1215,141.555,I4_1'/amd',141.5.1217,I4_1'/amd'
1216,141.556,I4_1'/a'm'd,141.6.1218,I4_1'/a'm'd
1217,141.557,I4_1/am'd',141.7.1219,I4_1/am'd'
1218,141.558,I4_1'/a'md',141.8.1220,I4_1'/a'md'
1219,141.559,I4_1/a'm'd',141.9.1221,I4_1/a'm'd'
1220,141.560,I_c4_1/amd,134.10.1141,P_I4_2/nnm
1221,142.561,I4_1/acd,142.1.1222,I4_1/acd
1222,142.562,I4_1/acd1',142.2.1223,I4_1/acd1'
1223,142.563,I4_1/a'cd,142.3.1224,I4_1/a'cd
1224,142.564,I4_1'/ac'd,142.4.1225,I4_1'/ac'd
1225,142.565,I4_1'/acd',142.5.1226,I4_1'/acd'
1226,142.566,I4_1'/a'c'd,142.6.1227,I4_1'/a'c'd
1227,142.567,I4_1/ac'd',142.7.1228,I4_1/ac'd'
1228,142.568,I4_1'/a'cd',142.8.1229,I4_1'/a'cd'
1229,142.569,I4_1/a'c'd',142.9.1230,I4_1/a'c'd'
1230,142.570,I_c4_1/acd,134.11.1142,P_I4_2/nn'm'
1231,143.1,P3,143.1.1231,P3
1232,143.2,P31',143.2.1232,P31'
1233,143.3,P_c3,143.3.1233,P_2c3
1234,144.4,P3_1,144.1.1234,P3_1
1235,144.5,P3_11',144.2.1235,P3_11'
1236,144.6,P_c3_1,145.3.1239,P_2c3_1
1237,145.7,P3_2,145.1.1237,P3_2
1238,145.8,P3_21',145.2.1238,P3_21'
1239,145.9,P_c3_2,144.3.1236,P_2c3_2
1240,146.10,R3,146.1.1240,R3
1241,146.11,R31',146.2.1241,R31'
1242,146.12,R_I3,146.3.1242,R_R3
1243,147.13,P-3,147.1.1243,P-3
1244,147.14,P-31',147.2.1244,P-31'
1245,147.15,P-3',147.3.1245,P-3'
1246,147.16,P_c-3,147.4.1246,P_2c-3
1247,148.17,R-3,148.1.1247,R-3
1248,148.18,R-31',148.2.1248,R-31'
1249,148.19,R-3',148.3.1249,R-3'
1250,148.20,R_I-3,148.4.1250,R_R-3
1251,149.21,P312,149.1.1251,P312
1252,149.22,P3121',149.2.1252,P3121'
1253,149.23,P312',149.3.1253,P312'
1254,149.24,P_c312,149.4.1254,P_2c312
1255,150.25,P321,150.1.1255,P321
1256,150.26,P3211',150.2.1256,P3211'
1257,150.27,P32'1,150.3.1257,P32'1
1258,150.28,P_c321,150.4.1258,P_2c321
1259,151.29,P3_112,151.1.1259,P3_112
1260,151.30,P3_1121',151.2.1260,P3_1121'
1261,151.31,P3_112',151.3.1261,P3_112'
1262,151.32,P_c3_112,153.4.1270,P_2c3_112'
1263,152.33,P3_121,152.1.1263,P3_121
1264,152.34,P3_1211',152.2.1264,P3_1211'
1265,152.35,P3_12'1,152.3.1265,P3_12'1
1266,152.36,P_c3_121,154.4.1274,P_2c3_12'1
1267,153.37,P3_212,153.1.1267,P3_212
1268,153.38,P3_2121',153.2.1268,P3_2121'
1269,153.39,P3_212',153.3.1269,P3_212'
1270,153.40,P_c3_212,151.4.1262,P_2c3_212
1271,154.41,P3_221,154.1.1271,P3_221
1272,154.42,P3_2211',154.2.1272,P3_2211'
1273,154.43,P3_22'1,154.3.1273,P3_22'1
1274,154.44,P_c3_221,152.4.1266,P_2c3_221
1275,155.45,R32,155.1.1275,R32
1276,155.46,R321',155.2.1276,R321'
1277,155.47,R32',155.3.1277,R32'
1278,155.48,R_I32,155.4.1278,R_R32
1279,156.49,P3m1,156.1.1279,P3m1
1280,156.50,P3m11',156.2.1280,P3m11'
1281,156.51,P3m'1,156.3.1281,P3m'1
1282,156.52,P_c3m1,156.4.1282,P_2c3m1
1283,157.53,P31m,157.1.1284,P31m
1284,157.54,P31m1',157.2.1285,P31m1'
1285,157.55,P31m',157.3.1286,P31m'
1286,157.56,P_c31m,157.4.1287,P_2c31m
1287,158.57,P3c1,158.1.1289,P3c1
1288,158.58,P3c11',158.2.1290,P3c11'
1289,158.59,P3c'1,158.3.1291,P3c'1
1290,158.60,P_c3c1,156.5.1283,P_2c3m'1
1291,159.61,P31c,159.1.1292,P31c
1292,159.62,P31c1',159.2.1293,P31c1'
1293,159.63,P31c',159.3.1294,P31c'
1294,159.64,P_c31c,157.5.1288,P_2c31m'
1295,160.65,R3m,160.1.1295,R3m
1296,160.66,R3m1',160.2.1296,R3m1'
1297,160.67,R3m',160.3.1297,R3m'
1298,160.68,R_I3m,160.4.1298,R_R3m
1299,161.69,R3c,161.1.1300,R3c
1300,161.70,R3c1',161.2.1301,R3c1'
1301,161.71,R3c',161.3.1302,R3c'
1302,161.72,R_I3c,160.5.1299,R_R3m'
1303,162.73,P-31m,162.1.1303,P-31m
1304,162.74,P-31m1',162.2.1304,P-31m1'
1305,162.75,P-3'1m,162.3.1305,P-3'1m
1306,162.76,P-3'1m',162.4.1306,P-3'1m'
1307,162.77,P-31m',162.5.1307,P-31m'
1308,162.78,P_c-31m,162.6.1308,P_2c-31m
1309,163.79,P-31c,163.1.1310,P-31c
1310,163.80,P-31c1',163.2.1311,P-31c1'
1311,163.81,P-3'1c,163.3.1312,P-3'1c
1312,163.82,P-3'1c',163.4.1313,P-3'1c'
1313,163.83,P-31c',163.5.1314,P-31c'
1314,163.84,P_c-31c,162.7.1309,P_2c-31m'
1315,164.85,P-3m1,164.1.1315,P-3m1
1316,164.86,P-3m11',164.2.1316,P-3m11'
1317,164.87,P-3'm1,164.3.1317,P-3'm1
1318,164.88,P-3'm'1,164.4.1318,P-3'm'1
1319,164.89,P-3m'1,164.5.1319,P-3m'1
1320,164.90,P_c-3m1,164.6.1320,P_2c-3m1
1321,165.91,P-3c1,165.1.1322,P-3c1
1322,165.92,P-3c11',165.2.1323,P-3c11'
1323,165.93,P-3'c1,165.3.1324,P-3'c1
1324,165.94,P-3'c'1,165.4.1325,P-3'c'1
1325,165.95,P-3c'1,165.5.1326,P-3c'1
1326,165.96,P_c-3c1,164.7.1321,P_2c-3m'1
1327,166.97,R-3m,166.1.1327,R-3m
1328,166.98,R-3m1',166.2.1328,R-3m1'
1329,166.99,R-3'm,166.3.1329,R-3'm
1330,166.100,R-3'm',166.4.1330,R-3'm'
1331,166.101,R-3m',166.5.1331,R-3m'
1332,166.102,R_I-3m,166.6.1332,R_R-3m
1333,167.103,R-3c,167.1.1334,R-3c
1334,167.104,R-3c1',167.2.1335,R-3c1'
1335,167.105,R-3'c,167.3.1336,R-3'c
1336,167.106,R-3'c',167.4.1337,R-3'c'
1337,167.107,R-3c',167.5.1338,R-3c'
1338,167.108,R_I-3c,166.7.1333,R_R-3m'
1339,168.109,P6,168.1.1339,P6
1340,168.110,P61',168.2.1340,P61'
1341,168.111,P6',168.3.1341,P6'
1342,168.112,P_c6,168.4.1342,P_2c6
1343,169.113,P6_1,169.1.1344,P6_1
1344,169.114,P6_11',169.2.1345,P6_11'
1345,169.115,P6_1',169.3.1346,P6_1'
1346,169.116,P_c6_1,171.4.1353,P_2c6_2
1347,170.117,P6_5,170.1.1347,P6_5
1348,170.118,P6_51',170.2.1348,P6_51'
1349,170.119,P6_5',170.3.1349,P6_5'
1350,170.120,P_c6_5,172.5.1359,P_2c6_4'
1351,171.121,P6_2,171.1.1350,P6_2
1352,171.122,P6_21',171.2.1351,P6_21'
1353,171.123,P6_2',171.3.1352,P6_2'
1354,171.124,P_c6_2,172.4.1358,P_2c6_4
1355,172.125,P6_4,172.1.1355,P6_4
1356,172.126,P6_41',172.2.1356,P6_41'
1357,172.127,P6_4',172.3.1357,P6_4'
1358,172.128,P_c6_4,171.5.1354,P_2c6_2'
1359,173.129,P6_3,173.1.1360,P6_3
1360,173.130,P6_31',173.2.1361,P6_31'
1361,173.131,P6_3',173.3.1362,P6_3'
1362,173.132,P_c6_3,168.5.1343,P_2c6'
1363,174.133,P-6,174.1.1363,P-6
1364,174.134,P-61',174.2.1364,P-61'
1365,174.135,P-6',174.3.1365,P-6'
1366,174.136,P_c-6,174.4.1366,P_2c-6
1367,175.137,P6/m,175.1.1367,P6/m
1368,175.138,P6/m1',175.2.1368,P6/m1'
1369,175.139,P6'/m,175.3.1369,P6'/m
1370,175.140,P6/m',175.4.1370,P6/m'
